Suburb,Distance,Lattitude,Longtitude,Price,,,
Clifton Hill,3.4,-37.7926,145.0019,712000,,,
Clifton Hill,3.4,-37.7933,144.9926,1650000,,,
Coburg,7.8,-37.7506,144.9694,495000,,,
Coburg,7.8,-37.7424,144.9576,930000,,,
Coburg,7.8,-37.7422,144.9604,781000,,,
Coburg,7.8,-37.7509,144.9591,995000,,,
Coburg,7.8,-37.7519,144.9496,677776,,,
Coburg,7.8,-37.7408,144.9474,790000,,,
Coburg,7.8,-37.7551,144.9787,680000,,,
Coburg,7.8,-37.7445,144.9751,1180000,,,
Coburg,7.8,-37.7348,144.9509,940500,,,
Coburg,7.8,-37.7462,144.9795,824000,,,
Coburg,7.8,-37.7355,144.9545,941000,,,
Coburg,7.8,-37.7485,144.9502,775000,,,
Coburg,7.8,-37.7418,144.9562,985000,,,
Coburg,7.8,-37.7377,144.9584,1020000,,,
Coburg,7.8,-37.7503,144.9481,1500000,,,
Coburg,7.8,-37.746,144.9768,590000,,,
Coburg,7.8,-37.7483,144.9634,1005000,,,
Coburg,7.8,-37.7364,144.9787,901000,,,
Coburg,7.8,-37.7432,144.9573,990000,,,
Coburg,7.8,-37.7397,144.9603,1455000,,,
Coburg,7.8,-37.7382,144.9653,1250000,,,
Coburg,7.8,-37.7411,144.9657,710000,,,
Coburg,7.8,-37.7516,144.9593,1790000,,,
Coburg,7.8,-37.7449,144.9754,650000,,,
Coburg,7.8,-37.7424,144.9571,720000,,,
Coburg,7.8,-37.7424,144.9571,720000,,,
Coburg North,9.2,-37.7317,144.9829,1240000,,,
Coburg North,9.2,-37.72,144.9577,875000,,,
Coburg North,9.2,-37.7266,144.9647,887000,,,
Coburg North,9.2,-37.7304,144.9605,770000,,,
Coburg North,9.2,-37.7218,144.9563,330000,,,
Collingwood,1.6,-37.7981,144.9883,535000,,,
Collingwood,1.6,-37.7953,144.9864,1308000,,,
Collingwood,1.6,-37.8035,144.985,945000,,,
Collingwood,1.6,-37.8053,144.9833,550000,,,
Collingwood,1.6,-37.7975,144.9924,1309000,,,
Collingwood,1.6,-37.8011,144.9861,1300000,,,
Collingwood,1.6,-37.8001,144.9901,888000,,,
Collingwood,1.6,-37.8083,144.9908,1000000,,,
Cremorne,2.5,-37.8298,144.9923,1350000,,,
Cremorne,2.5,-37.8262,144.9922,855000,,,
Doncaster,13.9,-37.7833,145.1302,1480000,,,
Doncaster,13.9,-37.7906,145.1138,1300000,,,
Doncaster,13.9,-37.7895,145.1116,1400000,,,
Doncaster,13.9,-37.7883,145.1387,1542000,,,
Doncaster,13.9,-37.7905,145.1433,1100000,,,
Doncaster,13.9,-37.7731,145.1044,782000,,,
Doncaster,13.9,-37.7866,145.1046,1090000,,,
Doncaster,13.9,-37.7803,145.1248,1700000,,,
Doncaster,13.9,-37.7909,145.1309,1355000,,,
Doncaster,13.9,-37.7859,145.12,1880000,,,
Doncaster,13.9,-37.7819,145.1184,1545000,,,
Doncaster,13.9,-37.7929,145.1184,1955000,,,
Essendon,8,-37.749,144.9067,440000,,,
Essendon,8,-37.7573,144.9221,1700000,,,
Essendon,8,-37.7445,144.9054,1070000,,,
Essendon,8,-37.7459,144.8962,745000,,,
Essendon,8,-37.7558,144.9106,1400000,,,
Essendon,8,-37.7427,144.898,1400000,,,
Essendon,8,-37.7485,144.9036,2020000,,,
Essendon,8,-37.7537,144.917,325000,,,
Essendon,8,-37.7526,144.9089,1400000,,,
Essendon,8,-37.7491,144.8968,700000,,,
Essendon,8,-37.7459,144.9159,1652000,,,
Essendon,8,-37.755,144.9272,1131000,,,
Essendon,8,-37.7577,144.9267,1607500,,,
Essendon,8,-37.7552,144.9211,450000,,,
Essendon,8,-37.7469,144.9206,310000,,,
Essendon,8,-37.7495,144.9157,1400000,,,
Essendon,8,-37.7471,144.9157,1720000,,,
Essendon,8,-37.7457,144.8912,983000,,,
Essendon,8,-37.7478,144.912,330000,,,
Essendon,8,-37.7547,144.9239,1162500,,,
Essendon,8,-37.7514,144.8966,707000,,,
Essendon,8,-37.7496,144.892,700000,,,
Essendon,8,-37.7465,144.91,510000,,,
Essendon,8,-37.7504,144.8957,610000,,,
Essendon,8,-37.7544,144.8986,960000,,,
Essendon,8,-37.7515,144.9125,350000,,,
Essendon,8,-37.7578,144.9134,426500,,,
Fairfield,5.8,-37.7847,145.0109,676000,,,
Fairfield,5.8,-37.783,145.0165,1500000,,,
Fawkner,12.4,-37.7023,144.9773,700000,,,
Fawkner,12.4,-37.695,144.9676,660000,,,
Fawkner,12.4,-37.6966,144.9695,741000,,,
Fawkner,12.4,-37.7052,144.964,949500,,,
Fawkner,12.4,-37.7049,144.9631,532000,,,
Fawkner,12.4,-37.6995,144.9669,698000,,,
Fawkner,12.4,-37.7071,144.9706,687000,,,
Fawkner,12.4,-37.6937,144.9658,670000,,,
Fawkner,12.4,-37.6931,144.9596,1000000,,,
Fawkner,12.4,-37.6956,144.9656,445000,,,
Fawkner,12.4,-37.6952,144.9613,730000,,,
Fawkner,12.4,-37.709,144.9646,725000,,,
Fawkner,12.4,-37.6992,144.9739,668000,,,
Fawkner,12.4,-37.7071,144.9644,328000,,,
Fawkner,12.4,-37.7133,144.975,543500,,,
Fitzroy North,3.5,-37.7925,144.9797,1200000,,,
Fitzroy North,3.5,-37.777,144.9836,330000,,,
Fitzroy North,3.5,-37.7933,144.9824,846000,,,
Fitzroy North,3.5,-37.7831,144.9805,1345000,,,
Fitzroy North,3.5,-37.7843,144.9902,1802500,,,
Fitzroy North,3.5,-37.7904,144.9836,1520000,,,
Fitzroy North,3.5,-37.7911,144.9818,1625000,,,
Fitzroy North,3.5,-37.7869,144.9863,2555000,,,
Fitzroy North,3.5,-37.7793,144.9879,1055000,,,
Fitzroy North,3.5,-37.7759,144.9823,950000,,,
Flemington,4.4,-37.7837,144.9338,1100000,,,
Flemington,4.4,-37.7824,144.9243,1250000,,,
Flemington,4.4,-37.7813,144.9238,953000,,,
Flemington,4.4,-37.788,144.9306,603000,,,
Flemington,4.4,-37.7844,144.9359,940000,,,
Flemington,4.4,-37.7859,144.9323,1550000,,,
Flemington,4.4,-37.7829,144.9247,500000,,,
Flemington,4.4,-37.7826,144.9311,450000,,,
Flemington,4.4,-37.7851,144.922,390000,,,
Flemington,4.4,-37.7823,144.9317,1205000,,,
Flemington,4.4,-37.7839,144.9273,1085000,,,
Flemington,4.4,-37.7846,144.9347,1060000,,,
Flemington,4.4,-37.7868,144.9336,917000,,,
Footscray,6.4,-37.7949,144.9007,392500,,,
Footscray,6.4,-37.7951,144.8861,1320000,,,
Footscray,6.4,-37.7961,144.89,885000,,,
Footscray,6.4,-37.7883,144.884,485000,,,
Footscray,6.4,-37.796,144.8819,760000,,,
Footscray,6.4,-37.7942,144.8934,1375000,,,
Footscray,6.4,-37.7939,144.8936,1270000,,,
Footscray,6.4,-37.7951,144.8901,871000,,,
Footscray,6.4,-37.7953,144.8957,360000,,,
Footscray,6.4,-37.7971,144.8883,315000,,,
Footscray,6.4,-37.7947,144.8871,831000,,,
Footscray,6.4,-37.7936,144.8905,882000,,,
Footscray,6.4,-37.7977,144.904,895000,,,
Glen Huntly,10.4,-37.8911,145.0451,260000,,,
Glen Huntly,10.4,-37.8898,145.0438,575000,,,
Glen Iris,9.2,-37.854,145.0542,1452000,,,
Glen Iris,9.2,-37.8558,145.0518,721000,,,
Glen Iris,9.2,-37.8562,145.0864,1800000,,,
Glen Iris,9.2,-37.8574,145.0494,1253000,,,
Glen Iris,9.2,-37.8508,145.0592,1950000,,,
Glen Iris,9.2,-37.8578,145.0682,2085000,,,
Glen Iris,9.2,-37.858,145.0859,1760000,,,
Glen Iris,9.2,-37.8521,145.0763,710000,,,
Glen Iris,9.2,-37.8541,145.0738,2340000,,,
Glen Iris,9.2,-37.8605,145.0455,3310000,,,
Glen Iris,9.2,-37.8487,145.0592,1601000,,,
Glen Iris,9.2,-37.8637,145.0632,797000,,,
Glen Iris,9.2,-37.8499,145.0814,910000,,,
Glen Iris,9.2,-37.8644,145.063,1315000,,,
Glenroy,13,-37.6969,144.9425,683000,,,
Glenroy,13,-37.7115,144.912,1158000,,,
Glenroy,13,-37.7088,144.9204,793000,,,
Glenroy,13,-37.702,144.9538,780000,,,
Glenroy,13,-37.7045,144.9204,420000,,,
Glenroy,13,-37.7097,144.9256,895000,,,
Glenroy,13,-37.6962,144.9376,885000,,,
Glenroy,13,-37.6962,144.9349,597500,,,
Glenroy,13,-37.699,144.9421,690000,,,
Glenroy,13,-37.6972,144.941,822000,,,
Glenroy,13,-37.6995,144.905,710000,,,
Glenroy,13,-37.702,144.9173,730000,,,
Glenroy,13,-37.709,144.9368,901000,,,
Glenroy,13,-37.6957,144.9231,643000,,,
Glenroy,13,-37.6979,144.941,645000,,,
Glenroy,13,-37.7047,144.9087,595000,,,
Glenroy,13,-37.7073,144.9355,820000,,,
Glenroy,13,-37.709,144.9373,1050000,,,
Glenroy,13,-37.6977,144.9116,621000,,,
Glenroy,13,-37.6974,144.9112,705000,,,
Glenroy,13,-37.7074,144.9266,590000,,,
Glenroy,13,-37.7116,144.9357,680000,,,
Glenroy,13,-37.7015,144.9191,935000,,,
Glenroy,13,-37.7098,144.9266,720000,,,
Hadfield,12.1,-37.71,144.9464,725000,,,
Hadfield,12.1,-37.706,144.9467,740000,,,
Hadfield,12.1,-37.7058,144.9431,880000,,,
Hadfield,12.1,-37.7114,144.9396,630000,,,
Hampton,13.7,-37.9462,145.0193,1615000,,,
Hampton,13.7,-37.9346,145.0049,2513000,,,
Hampton,13.7,-37.9449,145.0167,1910000,,,
Hampton,13.7,-37.9453,145.0176,1620000,,,
Hampton,13.7,-37.9338,145.0143,1789000,,,
Hampton,13.7,-37.9365,145.0008,837000,,,
Hampton,13.7,-37.9436,145.0169,2500000,,,
Hampton,13.7,-37.9427,145.0052,665000,,,
Hampton,13.7,-37.9449,145.02,1560000,,,
Hampton,13.7,-37.9354,144.9994,860000,,,
Hampton,13.7,-37.9411,145.0011,1475000,,,
Hampton,13.7,-37.9358,144.9996,840000,,,
Hawthorn,4.6,-37.8139,145.0243,1700000,,,
Hawthorn,4.6,-37.8194,145.0397,440000,,,
Hawthorn,4.6,-37.8159,145.0194,580000,,,
Hawthorn,4.6,-37.8294,145.033,535000,,,
Hawthorn,4.6,-37.8261,145.0269,635000,,,
Hawthorn,4.6,-37.826,145.0239,317500,,,
Hawthorn,4.6,-37.8198,145.0373,160000,,,
Hawthorn,4.6,-37.8254,145.0255,360000,,,
Hawthorn,4.6,-37.8143,145.0319,300000,,,
Hawthorn,4.6,-37.8163,145.0251,1800000,,,
Hawthorn,4.6,-37.8292,145.0322,275000,,,
Hawthorn,4.6,-37.8255,145.029,1300000,,,
Hawthorn,4.6,-37.8162,145.0206,1525000,,,
Hawthorn,4.6,-37.8173,145.0246,1620000,,,
Hawthorn,4.6,-37.8287,145.0419,1985000,,,
Hawthorn,4.6,-37.8288,145.0398,1750000,,,
Hawthorn,4.6,-37.8237,145.0311,2100000,,,
Hawthorn,4.6,-37.832,145.0431,560000,,,
Hawthorn East,7.5,-37.8395,145.0534,3750000,,,
Hawthorn East,7.5,-37.8414,145.0505,780000,,,
Hawthorn East,7.5,-37.8259,145.0483,500000,,,
Hawthorn East,7.5,-37.8302,145.0527,1264000,,,
Hawthorn East,7.5,-37.8315,145.0559,1462000,,,
Hawthorn East,7.5,-37.8227,145.0528,440000,,,
Hawthorn East,7.5,-37.8309,145.0451,1575000,,,
Hawthorn East,7.5,-37.8355,145.044,1320000,,,
Hawthorn East,7.5,-37.8374,145.0511,3600000,,,
Hawthorn East,7.5,-37.8343,145.0488,2425000,,,
Hawthorn East,7.5,-37.8368,145.0508,1890000,,,
Hawthorn East,7.5,-37.8372,145.0433,400500,,,
Hawthorn East,7.5,-37.8255,145.0481,1405000,,,
Hawthorn East,7.5,-37.8256,145.0486,2102000,,,
Hawthorn East,7.5,-37.8307,145.0493,435000,,,
Hawthorn East,7.5,-37.8362,145.0543,375000,,,
Hawthorn East,7.5,-37.8254,145.0474,555000,,,
Hawthorn East,7.5,-37.8244,145.0517,532000,,,
Heidelberg,10.6,-37.7511,145.0772,1450000,,,
Heidelberg,10.6,-37.7523,145.0676,1340000,,,
Heidelberg,10.6,-37.7586,145.0629,630000,,,
Heidelberg,10.6,-37.7524,145.06,1271000,,,
Heidelberg,10.6,-37.7505,145.0703,610000,,,
Heidelberg Heights,10.5,-37.7442,145.0528,910000,,,
Heidelberg Heights,10.5,-37.7428,145.0511,665000,,,
Heidelberg Heights,10.5,-37.7388,145.0581,575000,,,
Heidelberg Heights,10.5,-37.7437,145.0506,706000,,,
Heidelberg Heights,10.5,-37.7521,145.0516,780000,,,
Heidelberg Heights,10.5,-37.7399,145.054,601000,,,
Heidelberg Heights,10.5,-37.7421,145.0487,805000,,,
Heidelberg Heights,10.5,-37.7383,145.0555,690000,,,
Heidelberg Heights,10.5,-37.7366,145.0509,682000,,,
Heidelberg Heights,10.5,-37.7397,145.0513,657000,,,
Heidelberg Heights,10.5,-37.7502,145.0465,630000,,,
Heidelberg West,9.4,-37.7382,145.0451,880000,,,
Heidelberg West,9.4,-37.7364,145.0379,687000,,,
Heidelberg West,9.4,-37.7369,145.0371,650000,,,
Heidelberg West,9.4,-37.7445,145.0386,855000,,,
Heidelberg West,9.4,-37.7349,145.0398,613000,,,
Heidelberg West,9.4,-37.7339,145.0405,640000,,,
Heidelberg West,9.4,-37.7434,145.0468,442000,,,
Heidelberg West,9.4,-37.7348,145.0402,810000,,,
Heidelberg West,9.4,-37.7416,145.0406,950000,,,
Heidelberg West,9.4,-37.7469,145.0448,725000,,,
Hughesdale,13,-37.9031,145.0804,998000,,,
Hughesdale,13,-37.8919,145.0781,1340000,,,
Hughesdale,13,-37.8938,145.0785,2190000,,,
Hughesdale,13,-37.9021,145.0837,980000,,,
Hughesdale,13,-37.9087,145.0799,720000,,,
Ivanhoe,7.9,-37.7573,145.0496,990000,,,
Ivanhoe,7.9,-37.777,145.0414,1410000,,,
Ivanhoe,7.9,-37.7639,145.0377,970000,,,
Ivanhoe,7.9,-37.7671,145.037,1650000,,,
Ivanhoe,7.9,-37.7639,145.0506,3020000,,,
Ivanhoe,7.9,-37.7615,145.0309,1689000,,,
Ivanhoe,7.9,-37.7735,145.0403,690000,,,
Ivanhoe,7.9,-37.7817,145.0391,1851000,,,
Ivanhoe,7.9,-37.7701,145.0385,1110000,,,
Ivanhoe,7.9,-37.7679,145.0466,1060000,,,
Ivanhoe East,9,-37.7752,145.0579,2100000,,,
Ivanhoe East,9,-37.7794,145.0647,2325000,,,
Ivanhoe East,9,-37.7715,145.0688,2400000,,,
Ivanhoe East,9,-37.774,145.0654,1740000,,,
Kealba,15,-37.7358,144.8217,646000,,,
Kealba,15,-37.7279,144.8224,570000,,,
Keilor East,12.8,-37.7473,144.8555,843000,,,
Keilor East,12.8,-37.7322,144.8722,835000,,,
Keilor East,12.8,-37.7308,144.8664,635000,,,
Keilor East,12.8,-37.7346,144.8584,490000,,,
Keilor East,12.8,-37.7475,144.852,745000,,,
Keilor East,12.8,-37.746,144.8651,941000,,,
Keilor East,12.8,-37.7486,144.8565,738000,,,
Keilor East,12.8,-37.7466,144.8707,912000,,,
Keilor East,12.8,-37.7426,144.868,745000,,,
Keilor East,12.8,-37.7388,144.8767,570000,,,
Keilor East,12.8,-37.7317,144.8619,885000,,,
Kew,5.6,-37.8064,145.0451,3800000,,,
Kew,5.6,-37.7977,145.0333,700000,,,
Kew,5.6,-37.794,145.033,752000,,,
Kew,5.6,-37.7941,145.0238,690000,,,
Kew,5.6,-37.8083,145.0382,468000,,,
Kew,5.6,-37.8127,145.0451,2600000,,,
Kew,5.6,-37.8147,145.0571,4515000,,,
Kew,5.6,-37.8013,145.028,3160000,,,
Kew,5.6,-37.805,145.0546,820000,,,
Kew,5.6,-37.8144,145.0358,2150000,,,
Kew,5.6,-37.7993,145.0451,1965000,,,
Kew,5.6,-37.8101,145.0464,2425000,,,
Kew,5.6,-37.8018,145.0376,643000,,,
Kew,5.6,-37.7944,145.0327,835000,,,
Kew,5.6,-37.8022,145.035,736000,,,
Kew East,7.5,-37.7974,145.0526,590000,,,
Kew East,7.5,-37.7927,145.056,1402000,,,
Kew East,7.5,-37.7864,145.0631,1205000,,,
Kingsville,7.8,-37.8082,144.8828,1190000,,,
Kingsville,7.8,-37.8105,144.8803,1205000,,,
Kingsville,7.8,-37.8083,144.8754,860000,,,
Maidstone,9.2,-37.7858,144.8757,760000,,,
Maidstone,9.2,-37.7876,144.8752,873000,,,
Maidstone,9.2,-37.7887,144.8828,640000,,,
Maidstone,9.2,-37.7794,144.872,680000,,,
Maidstone,9.2,-37.7825,144.8833,725000,,,
Maidstone,9.2,-37.7835,144.8723,472500,,,
Maidstone,9.2,-37.785,144.8673,675000,,,
Maidstone,9.2,-37.7794,144.872,405000,,,
Maidstone,9.2,-37.7844,144.8758,838000,,,
Maidstone,9.2,-37.7851,144.8654,930000,,,
Malvern,7.4,-37.8691,145.0345,365000,,,
Malvern,7.4,-37.8486,145.0321,1000000,,,
Malvern,7.4,-37.8515,145.0372,456000,,,
Malvern,7.4,-37.8654,145.0297,2250000,,,
Malvern,7.4,-37.8636,145.0301,2000000,,,
Malvern East,11.2,-37.883,145.0791,2250000,,,
Malvern East,11.2,-37.8693,145.0423,3200000,,,
Malvern East,11.2,-37.8757,145.066,1380000,,,
Malvern East,11.2,-37.8779,145.0873,267500,,,
Malvern East,11.2,-37.8914,145.0842,1290000,,,
Malvern East,11.2,-37.8723,145.0387,2020000,,,
Malvern East,11.2,-37.8718,145.0526,1211000,,,
Malvern East,11.2,-37.8806,145.0831,1380000,,,
Malvern East,11.2,-37.8792,145.0869,1715157,,,
Malvern East,11.2,-37.873,145.0664,1510000,,,
Malvern East,11.2,-37.8784,145.0654,1220000,,,
Malvern East,11.2,-37.873,145.0665,1465000,,,
Maribyrnong,8.7,-37.7722,144.8807,431000,,,
Maribyrnong,8.7,-37.7637,144.8843,1620000,,,
Maribyrnong,8.7,-37.7641,144.8885,1190000,,,
Melbourne,2.8,-37.8116,144.9603,432000,,,
Melbourne,2.8,-37.8177,144.9544,1850000,,,
Melbourne,2.8,-37.8122,144.9582,333000,,,
Melbourne,2.8,-37.8084,144.9602,452000,,,
Melbourne,2.8,-37.8095,144.9691,895000,,,
Melbourne,2.8,-37.8199,144.9558,275000,,,
Melbourne,2.8,-37.8211,144.9559,683000,,,
Melbourne,2.8,-37.8106,144.9646,640000,,,
Mont Albert,11.8,-37.8149,145.11,1865000,,,
Mont Albert,11.8,-37.812,145.1082,2100000,,,
Mont Albert,11.8,-37.8212,145.1064,442500,,,
Mont Albert,11.8,-37.8203,145.1105,1587000,,,
Mont Albert,11.8,-37.8127,145.107,2365000,,,
Moonee Ponds,6.9,-37.7605,144.9071,296000,,,
Moonee Ponds,6.9,-37.7709,144.9338,1531000,,,
Moonee Ponds,6.9,-37.7679,144.9245,439000,,,
Moonee Ponds,6.9,-37.7663,144.9098,1040000,,,
Moonee Ponds,6.9,-37.7627,144.9047,1670000,,,
Moonee Ponds,6.9,-37.7686,144.912,1940000,,,
Moonee Ponds,6.9,-37.7675,144.92,560000,,,
Moonee Ponds,6.9,-37.773,144.9332,940000,,,
Moonee Ponds,6.9,-37.7644,144.9061,1515000,,,
Moonee Ponds,6.9,-37.7595,144.9255,1100000,,,
Moonee Ponds,6.9,-37.7589,144.9184,1350000,,,
Moonee Ponds,6.9,-37.7611,144.9095,2300000,,,
Moonee Ponds,6.9,-37.7692,144.9353,1302500,,,
Moonee Ponds,6.9,-37.7619,144.9083,1420200,,,
Moonee Ponds,6.9,-37.7641,144.9073,970000,,,
Moonee Ponds,6.9,-37.7616,144.9284,1070000,,,
Moonee Ponds,6.9,-37.7679,144.9245,542000,,,
Moonee Ponds,6.9,-37.767,144.9108,1240000,,,
Moonee Ponds,6.9,-37.7615,144.9094,955000,,,
Moonee Ponds,6.9,-37.7685,144.9294,1410000,,,
Murrumbeena,12.1,-37.8879,145.0768,1656000,,,
Murrumbeena,12.1,-37.8949,145.072,707000,,,
Murrumbeena,12.1,-37.8953,145.0731,770000,,,
Murrumbeena,12.1,-37.8892,145.0664,582000,,,
Murrumbeena,12.1,-37.9025,145.066,490000,,,
Murrumbeena,12.1,-37.9059,145.0733,1255000,,,
Murrumbeena,12.1,-37.8913,145.0673,420500,,,
Murrumbeena,12.1,-37.8867,145.0699,261000,,,
Murrumbeena,12.1,-37.8999,145.0643,535000,,,
Murrumbeena,12.1,-37.8882,145.0666,586000,,,
Murrumbeena,12.1,-37.8907,145.0761,926000,,,
Newport,8.4,-37.8433,144.8774,1230000,,,
Newport,8.4,-37.8439,144.8733,1560000,,,
Newport,8.4,-37.836,144.8784,2000000,,,
Newport,8.4,-37.8425,144.8766,820000,,,
Newport,8.4,-37.8485,144.8909,1530000,,,
Newport,8.4,-37.8457,144.8924,1400000,,,
Newport,8.4,-37.8437,144.8809,1200000,,,
Newport,8.4,-37.844,144.889,1325500,,,
Newport,8.4,-37.8415,144.884,890000,,,
Newport,8.4,-37.8334,144.8673,975000,,,
Newport,8.4,-37.8437,144.865,1820000,,,
Newport,8.4,-37.8389,144.8666,900000,,,
Newport,8.4,-37.8496,144.8868,1410000,,,
Newport,8.4,-37.8497,144.8903,1700000,,,
Newport,8.4,-37.8339,144.8716,956000,,,
Newport,8.4,-37.8358,144.8803,1215000,,,
Newport,8.4,-37.8415,144.8698,828000,,,
Newport,8.4,-37.837,144.8772,1650000,,,
Newport,8.4,-37.8477,144.8903,2337000,,,
Newport,8.4,-37.8481,144.8721,1370000,,,
Newport,8.4,-37.8431,144.8919,1070000,,,
Newport,8.4,-37.8402,144.8886,1075000,,,
Newport,8.4,-37.8464,144.865,1100000,,,
Niddrie,11.2,-37.7375,144.8885,1312000,,,
Niddrie,11.2,-37.7421,144.8851,960000,,,
Niddrie,11.2,-37.7356,144.8859,935000,,,
Niddrie,11.2,-37.738,144.8865,810000,,,
Niddrie,11.2,-37.7436,144.8856,1200000,,,
Niddrie,11.2,-37.736,144.8771,850000,,,
Niddrie,11.2,-37.7473,144.8905,944000,,,
Niddrie,11.2,-37.7343,144.8824,510000,,,
Niddrie,11.2,-37.7355,144.8874,325000,,,
Niddrie,11.2,-37.7418,144.8833,800000,,,
Niddrie,11.2,-37.7368,144.8886,1450000,,,
Niddrie,11.2,-37.736,144.8886,500000,,,
Niddrie,11.2,-37.7356,144.8799,1405000,,,
Northcote,5.5,-37.777,144.992,1343000,,,
Northcote,5.5,-37.7679,144.9994,680000,,,
Northcote,5.5,-37.7715,145.0075,695000,,,
Northcote,5.5,-37.7836,145.0139,420000,,,
Northcote,5.5,-37.7717,144.995,1300000,,,
Northcote,5.5,-37.7634,144.9985,995000,,,
Northcote,5.5,-37.7751,145.0099,1750000,,,
Northcote,5.5,-37.7825,145.0072,1822000,,,
Northcote,5.5,-37.7827,145.0113,280000,,,
Northcote,5.5,-37.7767,144.9924,1100000,,,
Northcote,5.5,-37.7744,145.0077,1610000,,,
Northcote,5.5,-37.7681,145.0119,970000,,,
Northcote,5.5,-37.7806,145.0097,970000,,,
Northcote,5.5,-37.7721,145.0004,2990000,,,
Northcote,5.5,-37.7659,144.9903,1050000,,,
Northcote,5.5,-37.7741,145.0073,1290000,,,
Northcote,5.5,-37.7836,145.0139,471250,,,
Northcote,5.5,-37.7677,145.0142,1235000,,,
Oak Park,11.5,-37.712,144.9175,600000,,,
Oak Park,11.5,-37.7167,144.9127,955000,,,
Oak Park,11.5,-37.7131,144.9091,601000,,,
Oak Park,11.5,-37.7166,144.9104,755000,,,
Oak Park,11.5,-37.7167,144.9216,1400000,,,
Oak Park,11.5,-37.719,144.9254,1005000,,,
Oak Park,11.5,-37.7149,144.9153,860000,,,
Oak Park,11.5,-37.7206,144.9194,1306000,,,
Oak Park,11.5,-37.7136,144.927,1250000,,,
Oak Park,11.5,-37.7188,144.9243,648000,,,
Oakleigh,14,-37.8952,145.0928,2525000,,,
Oakleigh,14,-37.91,145.096,1615000,,,
Oakleigh,14,-37.8946,145.0944,655000,,,
Oakleigh,14,-37.9098,145.097,1351000,,,
Oakleigh,14,-37.9066,145.0869,1205000,,,
Oakleigh,14,-37.9067,145.0921,676000,,,
Oakleigh,14,-37.895,145.1014,1145000,,,
Oakleigh,14,-37.8999,145.0993,1600000,,,
Oakleigh,14,-37.898,145.0928,1840000,,,
Ormond,11.8,-37.9067,145.053,1300000,,,
Ormond,11.8,-37.908,145.0502,2250000,,,
Ormond,11.8,-37.9023,145.0461,437500,,,
Ormond,11.8,-37.9034,145.0409,960000,,,
Ormond,11.8,-37.9051,145.0473,1486000,,,
Ormond,11.8,-37.9084,145.0532,1425000,,,
Ormond,11.8,-37.9032,145.0455,311500,,,
Parkville,2.6,-37.7867,144.9572,835000,,,
Parkville,2.6,-37.7959,144.9569,3970000,,,
Parkville,2.6,-37.7961,144.9538,2790000,,,
Pascoe Vale,9.9,-37.7215,144.9251,755000,,,
Pascoe Vale,9.9,-37.7189,144.9508,750000,,,
Pascoe Vale,9.9,-37.7306,144.9357,999000,,,
Pascoe Vale,9.9,-37.7182,144.9506,800000,,,
Pascoe Vale,9.9,-37.7278,144.9463,800000,,,
Pascoe Vale,9.9,-37.7253,144.9467,806000,,,
Pascoe Vale,9.9,-37.7195,144.9456,770000,,,
Pascoe Vale,9.9,-37.7218,144.9406,496000,,,
Pascoe Vale,9.9,-37.7243,144.9473,585000,,,
Pascoe Vale,9.9,-37.7217,144.924,540000,,,
Pascoe Vale,9.9,-37.7242,144.9424,708000,,,
Pascoe Vale,9.9,-37.7181,144.9322,497000,,,
Pascoe Vale,9.9,-37.7187,144.9433,800000,,,
Pascoe Vale,9.9,-37.7302,144.9357,1395000,,,
Pascoe Vale,9.9,-37.7216,144.9292,427500,,,
Pascoe Vale,9.9,-37.7177,144.9328,560000,,,
Pascoe Vale,9.9,-37.7321,144.9353,1410000,,,
Pascoe Vale,9.9,-37.7324,144.9377,520000,,,
Pascoe Vale,9.9,-37.7303,144.9445,1017500,,,
Pascoe Vale,9.9,-37.724,144.9447,910000,,,
Pascoe Vale,9.9,-37.7328,144.9281,958000,,,
Pascoe Vale,9.9,-37.7186,144.9318,770000,,,
Port Melbourne,3.8,-37.8368,144.9463,1400000,,,
Port Melbourne,3.8,-37.8415,144.9412,520000,,,
Port Melbourne,3.8,-37.8366,144.923,1332000,,,
Port Melbourne,3.8,-37.84,144.939,801000,,,
Port Melbourne,3.8,-37.8323,144.9463,2400000,,,
Port Melbourne,3.8,-37.841,144.9386,575000,,,
Port Melbourne,3.8,-37.8392,144.9257,950000,,,
Port Melbourne,3.8,-37.842,144.9413,730000,,,
Port Melbourne,3.8,-37.8427,144.9378,1110000,,,
Port Melbourne,3.8,-37.8444,144.9421,2250000,,,
Port Melbourne,3.8,-37.8346,144.9358,2700000,,,
Port Melbourne,3.8,-37.833,144.9377,1375000,,,
Port Melbourne,3.8,-37.8443,144.9442,600000,,,
Port Melbourne,3.8,-37.8424,144.9449,1030000,,,
Prahran,4.5,-37.851,145.0055,1251000,,,
Prahran,4.5,-37.8551,145.0058,1305000,,,
Prahran,4.5,-37.8516,144.9943,550000,,,
Prahran,4.5,-37.8513,144.9943,645000,,,
Prahran,4.5,-37.8542,145.0024,550000,,,
Prahran,4.5,-37.8529,145.0103,410000,,,
Prahran,4.5,-37.8597,145.0093,690000,,,
Prahran,4.5,-37.8538,145.0088,630000,,,
Prahran,4.5,-37.8508,144.9874,685000,,,
Prahran,4.5,-37.8489,144.9903,570000,,,
Prahran,4.5,-37.8508,145.0051,860000,,,
Prahran,4.5,-37.859,145.0038,880000,,,
Prahran,4.5,-37.8519,144.9948,475000,,,
